"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",45529.0431311351,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",46005.8633608988,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",46594.186079918,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",48180.0234172193,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",49465.0685096008,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",50448.6127831153,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",50749.0426223177,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",50994.1031454109,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",50207.0594823316,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",50412.1211468964,,
"NOR","Norway","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",50955.8298398594,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",15917.7659879464,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",17168.8975533088,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",18059.0174469952,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",18603.1735646349,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",20049.7532155084,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",20130.7298068362,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",21338.88470798,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",21281.9734006313,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",21543.2441574525,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",21120.4841769855,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",21062.7063054728,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",21203.0840369347,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",21878.2248477501,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",23045.009955646,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",22998.9590715261,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",23652.3265080117,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",23654.2080691834,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",23445.5055941532,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",23712.9624695206,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",24195.8483796721,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",24726.1254227733,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",25956.369952434,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",27057.9570942089,,
"POL","Poland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",29109.0437588983,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",23489.9896161478,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",24356.8400168089,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",24992.6620632471,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",25308.9772925959,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",26168.5459308054,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",26532.4583240635,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",26648.6726890496,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",26635.8007282067,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",26566.2944233077,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",26612.1169240383,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",26458.8626132083,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",25886.1510759711,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",26068.6322528145,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",25983.937558558,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",27184.2332455125,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",27080.3018475697,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",26436.5001695017,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",25294.1888121475,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",25813.878459942,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",25360.0758250526,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",25307.314624374,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",25349.7864073952,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",25288.7214986397,,
"PRT","Portugal","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",25487.063695971,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",11480.6854917065,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",12363.5202936489,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",13401.7860965169,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",15227.4389783645,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",15845.3258077263,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",15511.6539850633,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",16080.0569555659,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",16068.7064854123,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",16913.1830828271,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",17281.807472692,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",17565.8637552184,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",18706.242783276,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",19326.0793307524,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",20514.3873202058,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",20718.3013342358,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",21416.4517682614,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",22359.7880991011,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",22161.145244786,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",21916.8050911766,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",22082.4824065428,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",22510.8671166364,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",23343.9743397098,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",24053.0532434343,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",24719.5049539902,,
"SVK","Slovak Republic","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",25356.6822930888,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1990","1990","USD","US Dollar","0","Units","2018","2018",35261.2760036964,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1991","1991","USD","US Dollar","0","Units","2018","2018",36132.6680739164,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1992","1992","USD","US Dollar","0","Units","2018","2018",37151.3760531762,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1993","1993","USD","US Dollar","0","Units","2018","2018",37443.5745924806,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",37541.5593466456,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",37380.0373443597,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",37925.3977386943,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",37950.1462589553,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",38019.0282659261,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",37883.0142740567,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",37250.0376939648,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",37242.049974615,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",37517.0345657906,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",37415.8361670894,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",37029.5348939314,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",37244.8251544944,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",37103.7602629606,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",37589.7075114717,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",39102.3064811949,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",41750.9110608699,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",41034.3405967623,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",40452.8193042483,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",39301.6048473049,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",39391.2953296579,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",39397.7673480283,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",40087.6276824469,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",39860.3469696336,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",39073.2504703326,,
"ESP","Spain","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",38761.1845695886,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1990","1990","USD","US Dollar","0","Units","2018","2018",28576.2498070392,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1991","1991","USD","US Dollar","0","Units","2018","2018",27195.8171155594,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1992","1992","USD","US Dollar","0","Units","2018","2018",28045.4173220765,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1993","1993","USD","US Dollar","0","Units","2018","2018",27712.8333937105,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",28396.9856643887,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",28450.2012737152,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",30117.1630783941,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",31329.7206076108,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",32319.0024261265,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",32992.6207356041,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",33964.4213313847,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",34287.2197032212,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",34808.219209881,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",35240.4933955025,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",36310.7787163917,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",37018.8522689722,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",37913.3589869779,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",39137.087703453,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",39678.8303101755,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",39938.3121151627,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",40175.4247888686,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",40680.5634143444,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",41581.035681636,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",42015.7606411142,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",42444.0857777945,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",43159.3923431633,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",43735.7274231448,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",43987.4903851589,,
"SWE","Sweden","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",44196.2394518027,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1990","1990","USD","US Dollar","0","Units","2018","2018",50707.4078949734,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1991","1991","USD","US Dollar","0","Units","2018","2018",51605.2615379315,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1992","1992","USD","US Dollar","0","Units","2018","2018",52069.2564538297,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1993","1993","USD","US Dollar","0","Units","2018","2018",52598.7372248394,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",53262.8216778565,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",53414.4002407662,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",53880.5005265165,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",54633.6035788996,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",54687.0176627165,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",55522.4823137324,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",55854.0656040717,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",57936.2070445767,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",58837.5885129628,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",58689.6856227106,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",58182.1258918413,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",59064.009088649,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",59430.9408444225,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",60304.4085361879,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",60629.7242805158,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",61856.1139515995,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",62002.8761686201,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",62107.9348561497,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",63207.2636677389,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",64180.8623918172,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",64284.5400327785,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",64222.8394154745,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",64063.9424880875,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",63899.8838539432,,
"CHE","Switzerland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",64108.5507608971,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1990","1990","USD","US Dollar","0","Units","2018","2018",31504.6061268131,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1991","1991","USD","US Dollar","0","Units","2018","2018",31490.9672304263,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1992","1992","USD","US Dollar","0","Units","2018","2018",32122.864195623,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1993","1993","USD","US Dollar","0","Units","2018","2018",32658.1515810269,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",33250.2600071656,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",33290.4272014082,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",33294.2736180671,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",34247.9632451117,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",35857.1180979863,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",37181.2890563773,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",38908.2071623341,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",40839.51885793,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",41517.138801581,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",42651.9434099402,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",43662.6782108303,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",43597.2427682325,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",44590.0677442968,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",45881.9279187746,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",44679.4528629212,,
