,業種 (金融業、保険業以外の業種),規模 (金融業、保険業以外の業種),年  期,母集団(当期末)【社】,現金・預金(当期末流動資産)【百万円】,受取手形(当期末流動資産)【百万円】,売掛金(当期末流動資産)【百万円】,株式(当期末流動資産)【百万円】,公社債(当期末流動資産)【百万円】,その他の有価証券(当期末流動資産)【百万円】,製品又は商品(当期末流動資産)【百万円】,仕掛品(当期末流動資産)【百万円】,原材料・貯蔵品(当期末流動資産)【百万円】,その他流動資産(当期末流動資産)【百万円】,土地(当期末固定資産)【百万円】,建設仮勘定(当期末固定資産)【百万円】,その他の有形固定資産(当期末固定資産)【百万円】,ソフトウェアを除く無形固定資産(当期末固定資産)【百万円】,ソフトウェア(当期末固定資産)【百万円】,無形固定資産計(当期末固定資産)【百万円】,株式(当期末固定資産)【百万円】,公社債(当期末固定資産)【百万円】,その他の有価証券(当期末固定資産)【百万円】,その他投資(当期末固定資産)【百万円】,繰延資産(当期末)【百万円】,資産合計(当期末)【百万円】,受取手形割引残高(当期末)【百万円】,支払手形(当期末流動負債)【百万円】,買掛金(当期末流動負債)【百万円】,金融機関借入金(当期末流動負債)【百万円】,その他の借入金(当期末流動負債)【百万円】,引当金(当期末流動負債)【百万円】,その他流動負債(当期末流動負債)【百万円】,社債(当期末固定負債)【百万円】,金融機関借入金(当期末固定負債)【百万円】,その他の借入金(当期末固定負債)【百万円】,引当金(当期末固定負債)【百万円】,その他固定負債(当期末固定負債)【百万円】,特別法上の準備金(当期末)【百万円】,資本金(当期末)【百万円】,資本準備金(当期末)【百万円】,その他資本剰余金(当期末)【百万円】,利益準備金(当期末)【百万円】,積立金(当期末)【百万円】,繰越利益剰余金(当期末)【百万円】,自己株式(当期末)【百万円】,その他(当期末)【百万円】,新株予約権(当期末)【百万円】,負債及び純資産合計(当期末)【百万円】,関係会社売掛金(当期末)【百万円】,関係会社買掛金(当期末)【百万円】,売上高(当期末)【百万円】,売上原価(当期末)【百万円】,販売費及び一般管理費(当期末)【百万円】,営業利益(当期末)【百万円】,営業外収益(当期末)【百万円】,営業外費用(当期末)【百万円】,経常利益(当期末)【百万円】,特別利益(当期末)【百万円】,特別損失(当期末)【百万円】,税引前当期純利益(当期末)【百万円】,法人税、住民税及び事業税(当期末)【百万円】,当期純利益(当期末)【百万円】,法人税等調整額(当期末)【百万円】,中間配当額(当期末)【百万円】,配当金(当期末)【百万円】,配当金計(当期末)【百万円】,社内留保(当期末)【百万円】,減価償却費(当期末)【百万円】,特別減価償却費(当期末)【百万円】,減価償却費計【百万円】,役員給与(当期末)【百万円】,役員賞与(当期末)【百万円】,従業員給与(当期末)【百万円】,従業員賞与(当期末)【百万円】,福利厚生費(当期末)【百万円】,支払利息等(当期末)【百万円】,動産・不動産賃借料(当期末)【百万円】,租税公課(当期末)【百万円】,期中平均役員数(当期末)【人】,期中平均従業員数(当期末)【人】,付加価値(当期末)【百万円】,営業純益(当期末)【百万円】,在庫投資(当期末投資)【百万円】,製品又は商品(当期末資金需給)【百万円】,仕掛品(当期末資金需給)【百万円】,原材料・貯蔵品(当期末資金需給)【百万円】,建設仮勘定(当期末資金需給)【百万円】,その他の有形固定資産(当期末資金需給)【百万円】,実物投資(当期末資金需給)【百万円】,ソフトウェアを除く設備投資(当期末資金需給)【百万円】,土地(当期末資金需給)【百万円】,在庫投資(当期末資金需給)【百万円】,投融資等(当期末資金需給)【百万円】,株式(当期末資金需給)【百万円】,公社債(当期末資金需給)【百万円】,融資その他(当期末資金需給)【百万円】,無形固定資産(当期末資金需給)【百万円】,与信超、受信超(当期末資金需給)【百万円】,当座資産(当期末資金需給)【百万円】,現金・預金(当期末資金需給)【百万円】,一時有価(当期末資金需給)【百万円】,その他資産(当期末資金需給)【百万円】,資金運用計(当期末資金需給)【百万円】,自己資金(当期末資金需給)【百万円】,資本金(当期末資金需給)【百万円】,資本準備金(当期末資金需給)【百万円】,利益留保(当期末資金需給)【百万円】,引当金等(当期末資金需給)【百万円】,特別法上の準備金(当期末資本需給)【百万円】,社債(当期末資金需給)【百万円】,長期借入金(当期末資金需給)【百万円】,長期金融機関借入金(当期末資金需給)【百万円】,長期その他借入金(当期末資金需給)【百万円】,短期借入金(当期末資金需給)【百万円】,短期金融機関借入金(当期末資金需給)【百万円】,短期その他借入金(当期末資金需給)【百万円】,その他負債(当期末資金需給)【百万円】,売掛金(当期末資金需給)【百万円】,受取手形(当期末資金需給)【百万円】,受取手形割引残高(当期末資金需給)【百万円】,買掛金(当期末資金需給)【百万円】,支払手形(当期末資金需給)【百万円】,その他の純資産(当期末資金需給)【百万円】,自己株式(当期末資金需給)【百万円】,新株予約権(当期末資金需給)【百万円】,当座比率(当期末)【％】,流動比率(当期末)【％】,固定比率(当期末)【％】,自己資本比率(当期末)【％】,総資本営業利益率(当期末)【％】,総資本経常利益率(当期末)【％】,自己資本経常利益率(当期末)【％】,売上高営業利益率(当期末)【％】,売上高経常利益率(当期末)【％】,総資本回転率(当期末)【回】,有形固定資産回転率(当期末)【回】,棚卸資産回転期間(当期末)【月】,売上債権回転期間(当期末)【月】,買入債務回転期間(当期末)【月】,信用供与率(当期末)【％】,手元流動性(当期末)【％】,借入金利子率(当期末)【％】,減価償却率(当期末)【％】,配当率(当期末)【％】,配当性向(当期末)【％】,内部留保率_Ｈ１８年度以前(当期末)【％】,内部留保率_Ｈ１９年度以降(当期末)【％】,付加価値率(当期末)【％】,従業員一人当付加価値(当期末)【万円】,労働装備率(当期末)【万円】,設備投資効率(当期末)【％】,流動資産(当期末)【百万円】,有価証券(当期末)【百万円】,棚卸資産(当期末)【百万円】,固定資産(当期末)【百万円】,有形固定資産(当期末)【百万円】,無形固定資産(当期末)【百万円】,投資その他の資産(当期末)【百万円】,投資有価証券(当期末)【百万円】,流動負債(当期末)【百万円】,短期借入金(当期末)【百万円】,固定負債(当期末)【百万円】,長期借入金(当期末)【百万円】,負債(当期末)【百万円】,純資産(当期末)【百万円】,資本剰余金(当期末)【百万円】,利益剰余金(当期末)【百万円】,株主資本(当期末)【百万円】,その他利益剰余金(当期末)【百万円】,現金・預金(前期末流動資産)【百万円】,受取手形(前期末流動資産)【百万円】,売掛金(前期末流動資産)【百万円】,株式(前期末流動資産)【百万円】,公社債(前期末流動資産)【百万円】,その他の有価証券(前期末流動資産)【百万円】,製品又は商品(前期末流動資産)【百万円】,仕掛品(前期末流動資産)【百万円】,原材料・貯蔵品(前期末流動資産)【百万円】,その他流動資産(前期末流動資産)【百万円】,土地(前期末固定資産)【百万円】,建設仮勘定(前期末固定資産)【百万円】,その他の有形固定資産(前期末固定資産)【百万円】,ソフトウェアを除く無形固定資産(前期末固定資産)【百万円】,ソフトウェア(前期末固定資産)【百万円】,無形固定資産計(前期末固定資産)【百万円】,株式(前期末固定資産)【百万円】,公社債(前期末固定資産)【百万円】,その他の有価証券(前期末固定資産)【百万円】,その他投資(前期末固定資産)【百万円】,繰延資産(前期末)【百万円】,資産合計(前期末)【百万円】,受取手形割引残高(前期末)【百万円】,支払手形(前期末流動負債)【百万円】,買掛金(前期末流動負債)【百万円】,金融機関借入金(前期末流動負債)【百万円】,その他の借入金(前期末流動負債)【百万円】,引当金(前期末流動負債)【百万円】,その他流動負債(前期末流動負債)【百万円】,社債(前期末固定負債)【百万円】,金融機関借入金(前期末固定負債)【百万円】,その他の借入金(前期末固定負債)【百万円】,引当金(前期末固定負債)【百万円】,その他固定負債(前期末固定負債)【百万円】,特別法上の準備金(前期末)【百万円】,資本金(前期末)【百万円】,資本準備金(前期末)【百万円】,その他資本剰余金(前期末)【百万円】,利益準備金(前期末)【百万円】,積立金(前期末)【百万円】,繰越利益剰余金(前期末)【百万円】,自己株式(前期末)【百万円】,その他(前期末)【百万円】,新株予約権(前期末)【百万円】,負債及び純資産合計(前期末)【百万円】,関係会社売掛金(前期末)【百万円】,関係会社買掛金(前期末)【百万円】,流動資産(前期末)【百万円】,有価証券(前期末)【百万円】,棚卸資産(前期末)【百万円】,固定資産(前期末)【百万円】,有形固定資産(前期末)【百万円】,無形固定資産(前期末)【百万円】,投資その他の資産(前期末)【百万円】,投資有価証券(前期末)【百万円】,流動負債(前期末)【百万円】,短期借入金(前期末)【百万円】,固定負債(前期末)【百万円】,長期借入金(前期末)【百万円】,負債(前期末)【百万円】,純資産(前期末)【百万円】,資本剰余金(前期末)【百万円】,利益剰余金(前期末)【百万円】,株主資本(前期末)【百万円】,その他利益剰余金(前期末)【百万円】
0,全産業（除く金融保険業）,全規模,1960,"497,206","3,327,195",0,"6,781,442",0,0,0,"2,278,209","1,300,171","1,140,050","1,874,405","707,035","843,149","7,962,937","180,858",0,"180,858",0,0,0,"1,429,371","140,572","27,965,394","3,514,278",0,"7,959,394","4,867,475",0,"979,385","3,264,807","838,551","3,335,018",0,"387,792","550,027",0,"3,040,660",0,0,0,0,0,***,***,***,"27,965,394",0,0,"45,510,868","38,291,955","4,911,401","2,307,512","748,937","1,654,977","1,401,472",0,0,"1,401,472","651,231","750,241",***,0,"303,215","303,215","397,803","875,620","112,472","988,092","493,201","49,223","3,072,848",***,"310,569","1,027,606","214,785","560,033","1,466,164","14,215,938","6,958,948","1,279,906","4,718,430","2,278,209","1,300,171","1,140,050","843,149","7,962,937",***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,59.2,97.8,192.3,20.7,***,***,***,5.1,3.1,***,***,***,***,***,129.4,***,***,9.7,***,40.4,53.0,***,15.3,49,***,***,"16,701,472",0,"4,718,430","11,123,350","9,513,121","180,858","1,429,371",0,"17,071,061","4,867,475","5,111,388","3,335,018","22,182,449","5,782,945","1,004,869","1,737,416",***,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,***,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,***
1,全産業（除く金融保険業）,全規模,1961,"437,266","3,808,713",0,"8,770,805",0,0,0,"2,577,722","1,683,344","1,309,031","2,309,246","922,870","1,352,465","9,158,001","232,900",0,"232,900",0,0,0,"1,869,532","183,679","34,178,308","3,173,111",0,"9,854,104","5,823,004",0,"1,116,974","3,965,280","1,020,557","4,201,563",0,"438,872","758,867",0,"3,921,141",0,0,0,0,0,***,***,***,"34,178,308",0,0,"50,997,051","43,109,189","5,293,734","2,594,128","909,347","1,918,820","1,584,655",0,0,"1,584,655","708,224","876,431",***,0,"402,436","402,436","415,897","1,104,958","85,596","1,190,554","470,008","58,098","3,391,700",***,"355,278","1,171,931","238,559","688,598","1,201,957","14,035,843","7,738,271","1,422,197","851,667","299,513","383,173","168,981","509,316","1,195,064","3,962,436","2,894,934","215,835","851,667","492,203",0,0,"440,161","52,042","-246,514","481,518","481,518",0,"477,948","5,414,105","2,406,696","880,481",0,0,"188,669",0,"182,006","866,545","866,545",0,"614,362","614,362",0,"909,313","1,989,363",0,"-341,167","1,894,710",0,***,***,***,60.6,98.6,193.4,20.5,8.3,5.1,24.8,5.1,3.1,1.64,5.44,1.21,1.83,2.10,121.2,7.0,8.8,10.5,11.6,45.9,47.5,***,15.2,55,67,82.5,"20,458,861",0,"5,570,097","13,535,768","11,433,336","232,900","1,869,532",0,"20,759,362","5,823,004","6,419,859","4,201,563","27,179,221","6,999,087","1,057,254","2,020,692",***,***,"3,327,195",0,"6,781,442",0,0,0,"2,278,209","1,300,171","1,140,050","1,874,405","707,035","843,149","7,962,937","180,858",0,"180,858",0,0,0,"1,429,371","140,572","27,965,394","3,514,278",0,"7,959,394","4,867,475",0,"979,385","3,264,807","838,551","3,335,018",0,"387,792","550,027",0,"3,040,660",0,0,0,0,0,***,***,***,"27,965,394",0,0,"16,701,472",0,"4,718,430","11,123,350","9,513,121","180,858","1,429,371",0,"17,071,061","4,867,475","5,111,388","3,335,018","22,182,449","5,782,945","1,004,869","1,737,416",***,***
2,全産業（除く金融保険業）,全規模,1962,"450,784","4,778,097",0,"10,135,414",0,0,0,"2,940,345","1,821,806","1,258,526","2,576,902","1,263,047","1,206,701","10,987,481","272,227",0,"272,227",0,0,0,"2,329,352","236,639","39,806,537","3,811,633",0,"11,311,693","7,151,292",0,"1,116,338","4,569,892","1,098,467","5,089,326",0,"512,639","825,233",0,"4,803,660",0,0,0,0,0,***,***,***,"39,806,537",0,0,"55,646,085","46,636,703","6,362,583","2,646,799","1,179,846","2,277,225","1,549,420",0,0,"1,549,420","706,699","842,721",***,0,"481,807","481,807","298,412","1,361,320","79,507","1,440,827","593,792","62,502","4,125,056",***,"423,607","1,479,810","309,479","656,427","1,146,068","14,507,176","8,755,160","1,166,989","450,580","362,623","138,462","-50,505","-145,764","1,829,480","3,915,300","3,124,543","340,177","450,580","499,147",0,0,"459,820","39,327","545,542","969,384","969,384",0,"320,616","6,249,989","2,573,397","882,519",0,0,"73,131",0,"77,910","887,763","887,763",0,"1,966,810","1,966,810",0,"670,978","1,364,609",0,"638,522","1,457,589",0,***,***,***,61.8,97.4,197.5,20.4,7.2,4.2,20.5,4.8,2.8,1.50,4.98,1.25,2.04,2.28,123.3,7.7,9.4,10.8,11.0,57.2,35.4,***,15.7,60,77,78.4,"23,511,090",0,"6,020,677","16,058,808","13,457,229","272,227","2,329,352",0,"24,149,215","7,151,292","7,525,665","5,089,326","31,674,880","8,131,657","1,048,017","2,279,980",***,***,"3,808,713",0,"8,770,805",0,0,0,"2,577,722","1,683,344","1,309,031","2,309,246","922,870","1,352,465","9,158,001","232,900",0,"232,900",0,0,0,"1,869,532","183,679","34,178,308","3,173,111",0,"9,854,104","5,823,004",0,"1,116,974","3,965,280","1,020,557","4,201,563",0,"438,872","758,867",0,"3,921,141",0,0,0,0,0,***,***,***,"34,178,308",0,0,"20,458,861",0,"5,570,097","13,535,768","11,433,336","232,900","1,869,532",0,"20,759,362","5,823,004","6,419,859","4,201,563","27,179,221","6,999,087","1,057,254","2,020,692",***,***
3,全産業（除く金融保険業）,全規模,1963,"464,519","5,850,037",0,"12,223,205",0,0,0,"3,289,676","1,954,524","1,393,549","2,885,940","1,514,016","1,242,626","12,405,941","373,167",0,"373,167",0,0,0,"3,058,175","279,387","46,470,243","4,674,020",0,"13,250,347","8,015,857","682,857","1,000,243","4,712,242","1,269,831","5,923,277","843,461","675,210","585,103",0,"5,492,660",0,0,0,0,0,***,***,***,"46,470,243",0,0,"62,231,752","51,728,190","7,381,895","3,121,667","1,284,010","2,574,025","1,831,652",0,0,"1,831,652","774,777","1,056,875",***,0,"548,869","548,869","440,097","1,535,276","183,905","1,719,181","667,909","67,909","4,766,014",***,"515,520","1,688,949","348,279","710,664","1,237,862","14,284,254","10,130,053","1,432,718","617,072","349,331","132,718","135,023","35,925","1,418,460","4,041,607","3,173,566","250,969","617,072","829,763",0,0,"728,823","100,940","1,011,524","1,071,940","1,071,940",0,"351,786","7,306,620","3,099,339","689,000",0,0,"46,476",0,"171,364","1,677,412","833,951","843,461","2,409,809","1,726,952","682,857","-97,780","2,087,791",0,"862,387","1,938,654",0,***,***,***,65.3,99.8,195.5,20.5,7.2,4.2,20.8,5.0,2.9,1.44,4.76,1.22,2.16,2.37,127.5,8.5,8.8,10.7,10.7,51.9,41.6,***,16.3,71,92,77.4,"27,596,931",0,"6,637,749","18,593,925","15,162,583","373,167","3,058,175",0,"27,661,546","8,698,714","9,296,882","6,766,738","36,958,428","9,511,815","1,127,200","2,891,955",***,***,"4,778,097",0,"10,135,414",0,0,0,"2,940,345","1,821,806","1,258,526","2,576,902","1,263,047","1,206,701","10,987,481","272,227",0,"272,227",0,0,0,"2,329,352","236,639","39,806,537","3,811,633",0,"11,311,693","7,151,292",0,"1,116,338","4,569,892","1,098,467","5,089,326",0,"512,639","825,233",0,"4,803,660",0,0,0,0,0,***,***,***,"39,806,537",0,0,"23,511,090",0,"6,020,677","16,058,808","13,457,229","272,227","2,329,352",0,"24,149,215","7,151,292","7,525,665","5,089,326","31,674,880","8,131,657","1,048,017","2,279,980",***,***
4,全産業（除く金融保険業）,全規模,1964,"479,973","6,893,789",0,"14,301,756",0,0,0,"3,843,701","2,362,653","1,446,361","3,476,813","1,959,958","1,351,161","13,717,756","452,978",0,"452,978",0,0,0,"3,727,263","272,297","53,806,486","5,567,122",0,"15,668,610","9,454,113","813,585","977,752","5,555,392","1,333,708","6,699,384","1,043,354","908,313","751,683",0,"6,219,341",0,0,0,0,0,***,***,***,"53,806,486","1,501,433","1,220,526","74,468,734","62,313,265","8,743,242","3,412,227","1,529,457","3,010,227","1,931,457",0,0,"1,931,457","806,958","1,124,499",***,0,"590,356","590,356","456,552","1,925,669","166,989","2,092,658","798,891","77,591","5,662,017",***,"633,378","2,074,371","449,542","807,508","1,387,763","15,351,807","11,763,563","1,337,856","1,014,966","554,025","408,129","52,812","108,535","1,311,815","4,973,916","3,513,008","445,942","1,014,966","748,899",0,0,"669,088","79,811","553,390","1,043,752","1,043,752",0,"583,783","7,903,740","3,181,435","726,681",0,0,"210,612",0,"63,877","976,000","776,107","199,893","2,462,086","2,331,358","130,728","1,009,730","2,078,551",0,"893,102","2,418,263",0,***,***,***,65.3,99.6,200.1,19.7,6.8,3.9,19.2,4.6,2.6,1.49,5.03,1.15,2.14,2.33,126.8,8.6,9.0,12.0,10.1,52.5,40.6,***,15.8,77,96,79.5,"32,325,073",0,"7,652,715","21,209,116","17,028,875","452,978","3,727,263",0,"32,469,452","10,267,698","10,736,442","7,742,738","43,205,894","10,600,592","1,056,146","3,325,105",***,***,"5,850,037",0,"12,223,205",0,0,0,"3,289,676","1,954,524","1,393,549","2,885,940","1,514,016","1,242,626","12,405,941","373,167",0,"373,167",0,0,0,"3,058,175","279,387","46,470,243","4,674,020",0,"13,250,347","8,015,857","682,857","1,000,243","4,712,242","1,269,831","5,923,277","843,461","675,210","585,103",0,"5,492,660",0,0,0,0,0,***,***,***,"46,470,243",0,0,"27,596,931",0,"6,637,749","18,593,925","15,162,583","373,167","3,058,175",0,"27,661,546","8,698,714","9,296,882","6,766,738","36,958,428","9,511,815","1,127,200","2,891,955",***,***
5,全産業（除く金融保険業）,全規模,1965,"515,502","8,409,888",0,"15,493,848",0,0,0,"4,248,957","2,413,021","1,550,258","3,944,228","2,518,833","1,106,527","15,485,242","501,912",0,"501,912",0,0,0,"4,289,236","292,775","60,254,725","6,562,095",0,"16,984,071","11,038,686","906,327","1,072,543","5,916,416","1,516,741","8,063,223","1,242,748","1,137,331","902,350",0,"6,756,013",0,0,0,0,0,***,***,***,"60,254,725","1,354,253","1,353,710","81,941,293","68,416,168","9,932,701","3,592,424","1,761,601","3,438,491","1,915,534",0,0,"1,915,534","847,006","1,068,528",***,0,"607,373","607,373","385,991","2,123,208","115,666","2,238,874","985,943","75,164","6,524,328",***,"820,259","2,410,838","559,020","882,969","1,486,611","15,831,053","13,364,943","1,181,586","559,521","405,256","50,368","103,897","-244,634","1,767,486","4,880,122","3,761,726","558,875","559,521","610,907",0,0,"561,973","48,934","871,604","1,516,099","1,516,099",0,"487,893","8,366,625","3,112,571","536,672",0,0,"323,809",0,"183,033","1,563,233","1,363,839","199,394","2,672,288","2,579,546","92,742","511,691","1,192,092",0,"994,973","1,315,461",0,***,***,***,66.6,100.4,208.3,19.0,6.3,3.4,17.4,4.4,2.3,1.44,4.87,1.16,2.18,2.39,129.9,9.3,8.9,11.7,9.4,56.8,36.1,***,16.3,84,106,79.4,"36,060,200",0,"8,212,236","23,901,750","19,110,602","501,912","4,289,236",0,"35,918,043","11,945,013","12,862,393","9,305,971","48,780,436","11,474,289","1,022,477","3,695,799",***,***,"6,893,789",0,"14,301,756",0,0,0,"3,843,701","2,362,653","1,446,361","3,476,813","1,959,958","1,351,161","13,717,756","452,978",0,"452,978",0,0,0,"3,727,263","272,297","53,806,486","5,567,122",0,"15,668,610","9,454,113","813,585","977,752","5,555,392","1,333,708","6,699,384","1,043,354","908,313","751,683",0,"6,219,341",0,0,0,0,0,***,***,***,"53,806,486","1,501,433","1,220,526","32,325,073",0,"7,652,715","21,209,116","17,028,875","452,978","3,727,263",0,"32,469,452","10,267,698","10,736,442","7,742,738","43,205,894","10,600,592","1,056,146","3,325,105",***,***
6,全産業（除く金融保険業）,全規模,1966,"558,016","9,774,475",0,"18,861,741",0,0,0,"4,879,490","2,814,708","1,814,872","4,218,145","2,895,445","1,291,347","16,957,669","546,026",0,"546,026",0,0,0,"4,845,997","279,469","69,179,384","7,212,812",0,"20,748,963","12,338,818","949,670","1,391,562","6,667,561","1,597,395","8,917,999","1,327,908","1,435,057","1,063,181",0,"7,274,419",0,0,0,0,0,***,***,***,"69,179,384","1,808,523","1,789,322","98,240,376","82,147,398","11,611,821","4,481,157","2,003,411","3,867,634","2,616,934",0,0,"2,616,934","1,048,209","1,568,725",***,0,"669,923","669,923","800,257","2,372,620","191,056","2,563,676","1,117,664","98,545","7,666,861",***,"968,730","2,653,576","739,933","961,590","1,477,359","16,714,482","15,935,935","1,827,581","1,296,834","630,533","401,687","264,614","184,820","1,472,427","5,894,369","4,220,923","376,612","1,296,834","600,875",0,0,"556,761","44,114","253,718","1,364,587","1,364,587",0,"260,611","8,374,160","3,830,657","518,406",0,0,"616,745",0,"80,654","939,936","854,776","85,160","1,994,192","1,950,849","43,343","911,976","3,367,893",0,"650,717","3,764,892",0,***,***,***,68.0,100.6,208.3,18.4,6.9,4.0,21.6,4.6,2.7,1.52,5.19,1.08,2.10,2.30,125.7,9.3,8.6,11.9,9.5,42.7,51.0,***,16.2,95,113,84.2,"42,363,431",0,"9,509,070","26,536,484","21,144,461","546,026","4,845,997",0,"42,096,574","13,288,488","14,341,540","10,245,907","56,438,114","12,741,270","1,058,687","4,408,164",***,***,"8,409,888",0,"15,493,848",0,0,0,"4,248,957","2,413,021","1,550,258","3,944,228","2,518,833","1,106,527","15,485,242","501,912",0,"501,912",0,0,0,"4,289,236","292,775","60,254,725","6,562,095",0,"16,984,071","11,038,686","906,327","1,072,543","5,916,416","1,516,741","8,063,223","1,242,748","1,137,331","902,350",0,"6,756,013",0,0,0,0,0,***,***,***,"60,254,725","1,354,253","1,353,710","36,060,200",0,"8,212,236","23,901,750","19,110,602","501,912","4,289,236",0,"35,918,043","11,945,013","12,862,393","9,305,971","48,780,436","11,474,289","1,022,477","3,695,799",***,***
7,全産業（除く金融保険業）,全規模,1967,"586,315","11,346,106",0,"23,146,769",0,0,0,"6,046,745","3,555,871","2,206,621","4,907,858","3,721,734","1,615,431","18,886,812","609,956",0,"609,956",0,0,0,"5,512,700","325,491","81,882,094","8,317,676",0,"25,309,987","14,317,167","1,061,640","1,748,173","7,934,938","1,894,033","10,758,256","1,527,879","1,787,131","1,206,956",0,"7,770,539",0,0,0,0,0,***,***,***,"81,882,094","2,278,756","2,363,299","117,938,837","98,384,366","13,855,856","5,698,615","2,306,946","4,435,959","3,569,602",0,0,"3,569,602","1,366,101","2,203,501",***,0,"773,756","773,756","1,036,845","2,727,664","237,651","2,965,315","1,299,376","116,400","9,010,634",***,"1,150,215","2,965,445","853,259","1,102,008","1,433,076","17,409,071","19,114,107","2,733,170","2,300,167","1,167,255","741,163","391,749","324,084","1,929,143","8,344,998","5,218,542","826,289","2,300,167","730,633",0,0,"666,703","63,930","828,868","1,571,631","1,571,631",0,"735,735","12,211,865","4,559,979","496,120",0,0,"708,685",0,"296,638","2,040,228","1,840,257","199,971","3,195,183","3,083,213","111,970","1,411,152","4,285,028",0,"1,104,864","4,561,024",0,***,***,***,68.5,101.7,211.7,17.5,7.5,4.7,26.4,4.8,3.0,1.56,5.56,1.08,2.14,2.34,124.3,9.0,8.4,12.3,10.3,35.1,59.6,***,16.2,110,122,90.0,"51,209,970",0,"11,809,237","30,346,633","24,223,977","609,956","5,512,700",0,"50,371,905","15,378,807","17,174,255","12,286,135","67,546,160","14,335,934","958,388","5,607,007",***,***,"9,774,475",0,"18,861,741",0,0,0,"4,879,490","2,814,708","1,814,872","4,218,145","2,895,445","1,291,347","16,957,669","546,026",0,"546,026",0,0,0,"4,845,997","279,469","69,179,384","7,212,812",0,"20,748,963","12,338,818","949,670","1,391,562","6,667,561","1,597,395","8,917,999","1,327,908","1,435,057","1,063,181",0,"7,274,419",0,0,0,0,0,***,***,***,"69,179,384","1,808,523","1,789,322","42,363,431",0,"9,509,070","26,536,484","21,144,461","546,026","4,845,997",0,"42,096,574","13,288,488","14,341,540","10,245,907","56,438,114","12,741,270","1,058,687","4,408,164",***,***
8,全産業（除く金融保険業）,全規模,1968,"780,797","14,521,740",0,"28,313,212",0,0,0,"7,584,484","4,515,112","2,533,043","6,322,129","5,039,827","2,080,683","23,815,571","768,841",0,"768,841",0,0,0,"6,736,316","334,064","102,565,022","10,499,574",0,"31,031,069","17,736,774","1,367,419","2,199,411","10,208,383","2,168,922","14,322,950","2,205,027","2,297,226","1,694,579",0,"8,907,948",0,0,0,0,0,***,***,***,"102,565,022","2,760,234","2,666,686","149,968,415","124,146,880","18,644,226","7,177,309","2,962,349","5,627,912","4,511,746",0,0,"4,511,746","1,749,980","2,761,766",***,0,"915,879","915,879","1,466,787","3,461,414","264,224","3,725,638","1,846,918","164,168","11,850,814",***,"1,499,456","3,775,719","1,135,913","1,349,330","2,035,637","20,697,243","24,859,740","3,401,590","2,823,402","1,537,739","959,241","326,422","465,252","4,928,759","13,261,144","9,119,649","1,318,093","2,823,402","1,382,501",0,0,"1,223,616","158,885","1,627,259","3,175,634","3,175,634",0,"1,422,844","20,869,382","6,722,966","1,137,409",0,0,"961,333",0,"274,889","4,241,842","3,564,694","677,148","5,907,284","5,601,505","305,779","2,761,068","5,166,443",0,"2,181,898","5,721,082",0,***,***,***,68.5,102.0,221.8,16.9,7.8,4.9,28.5,4.8,3.0,1.63,5.83,1.06,2.06,2.25,125.1,8.6,8.8,12.3,11.0,33.2,60.9,***,16.6,120,124,96.6,"63,789,720",0,"14,632,639","38,441,238","30,936,081","768,841","6,736,316",0,"62,543,056","19,104,193","22,688,704","16,527,977","85,231,760","17,333,262","988,181","7,437,133",***,***,"11,346,106",0,"23,146,769",0,0,0,"6,046,745","3,555,871","2,206,621","4,907,858","3,721,734","1,615,431","18,886,812","609,956",0,"609,956",0,0,0,"5,512,700","325,491","81,882,094","8,317,676",0,"25,309,987","14,317,167","1,061,640","1,748,173","7,934,938","1,894,033","10,758,256","1,527,879","1,787,131","1,206,956",0,"7,770,539",0,0,0,0,0,***,***,***,"81,882,094","2,278,756","2,363,299","51,209,970",0,"11,809,237","30,346,633","24,223,977","609,956","5,512,700",0,"50,371,905","15,378,807","17,174,255","12,286,135","67,546,160","14,335,934","958,388","5,607,007",***,***
