,都道府県,variable,value
789,愛媛県,1991,267.17916465652445
790,高知県,1991,264.02188638576564
791,福岡県,1991,278.0313339158232
792,佐賀県,1991,282.2885098911205
793,長崎県,1991,259.8306502018133
794,熊本県,1991,294.8911300623283
795,大分県,1991,316.9871025069695
796,宮崎県,1991,303.5519048897322
797,鹿児島県,1991,297.26953511946743
798,沖縄県,1991,327.2209740266788
799,北海道,1992,301.08927163829225
800,青森県,1992,281.34236328032364
801,岩手県,1992,292.25464032529857
802,宮城県,1992,331.1347809635083
803,秋田県,1992,263.69848089947277
804,山形県,1992,281.0250013676897
805,福島県,1992,329.2047787147075
806,茨城県,1992,367.48756427161163
807,栃木県,1992,340.51152085834167
808,群馬県,1992,365.8993577879085
809,埼玉県,1992,404.99447506062785
810,千葉県,1992,389.69598315011075
811,東京都,1992,315.947888494296
812,神奈川県,1992,359.33749132297504
813,新潟県,1992,297.8345673948964
814,富山県,1992,301.8470149253731
815,石川県,1992,313.448873201516
816,福井県,1992,330.501059595803
817,山梨県,1992,370.7705629847718
818,長野県,1992,318.7069118871167
819,岐阜県,1992,322.96736266539534
820,静岡県,1992,344.3537923367658
821,愛知県,1992,331.8464014284358
822,三重県,1992,310.0538689253476
823,滋賀県,1992,413.9872340036675
824,京都府,1992,310.5632468339501
825,大阪府,1992,297.44086584607993
826,兵庫県,1992,304.46265448642134
827,奈良県,1992,355.12712634962907
828,和歌山県,1992,243.08839454411722
829,鳥取県,1992,299.1923504131934
830,島根県,1992,300.9539651284657
831,岡山県,1992,294.9425705206231
832,広島県,1992,283.51035843637317
833,山口県,1992,275.15347795739615
834,徳島県,1992,282.2311904639428
835,香川県,1992,288.5610200072042
836,愛媛県,1992,274.1379592128273
837,高知県,1992,272.0261271360091
838,福岡県,1992,286.75401576624597
839,佐賀県,1992,298.4063084983732
840,長崎県,1992,275.35277406101255
841,熊本県,1992,301.7659954462908
842,大分県,1992,323.1642811337999
843,宮崎県,1992,314.1604249261312
844,鹿児島県,1992,303.6755665020833
845,沖縄県,1992,338.93089338239287
846,北海道,1993,308.80318743513294
847,青森県,1993,282.7982897759227
848,岩手県,1993,301.5040335856611
849,宮城県,1993,333.2366881974548
850,秋田県,1993,274.29094442982654
851,山形県,1993,282.5212174261904
852,福島県,1993,326.4393561225883
853,茨城県,1993,369.8642011483427
854,栃木県,1993,347.2739524762646
855,群馬県,1993,366.097213768431
856,埼玉県,1993,402.58553136261696
857,千葉県,1993,402.5927992563573
858,東京都,1993,312.17437267495865
859,神奈川県,1993,359.9097065725446
860,新潟県,1993,306.1316367619153
861,富山県,1993,306.6703801138194
862,石川県,1993,321.06567295772396
863,福井県,1993,333.3241329405076
864,山梨県,1993,370.07496567166027
865,長野県,1993,318.8134783980452
866,岐阜県,1993,326.96185586226767
867,静岡県,1993,342.6019591421091
868,愛知県,1993,325.8607275052122
869,三重県,1993,316.382939715182
870,滋賀県,1993,412.1438405819174
871,京都府,1993,312.7172912295467
872,大阪府,1993,293.9938355453717
873,兵庫県,1993,312.41058946550544
874,奈良県,1993,362.6859737209539
875,和歌山県,1993,250.76218338012814
876,鳥取県,1993,301.19078847765246
877,島根県,1993,303.525132065085
878,岡山県,1993,294.9364436202629
879,広島県,1993,279.3342379594201
880,山口県,1993,268.6129798914572
881,徳島県,1993,283.80724463503253
882,香川県,1993,290.2228718629187
883,愛媛県,1993,284.91203900150055
884,高知県,1993,278.5353514691254
885,福岡県,1993,293.54730431195816
886,佐賀県,1993,306.76752570406546
887,長崎県,1993,279.7630119549852
888,熊本県,1993,302.12658554734395
889,大分県,1993,329.6076375099777
890,宮崎県,1993,321.4322747328464
891,鹿児島県,1993,311.25578001076667
892,沖縄県,1993,351.9303615425526
893,北海道,1994,312.5505964823484
894,青森県,1994,296.10273540990494
895,岩手県,1994,319.0046691515092
896,宮城県,1994,342.5498466512212
897,秋田県,1994,285.2235827370348
898,山形県,1994,288.8510312380327
899,福島県,1994,340.6520254918508
900,茨城県,1994,384.94715251470313
901,栃木県,1994,345.72807578587924
902,群馬県,1994,375.3652410469175
903,埼玉県,1994,407.13664989211054
904,千葉県,1994,408.2164671421957
905,東京都,1994,315.3588022148844
906,神奈川県,1994,360.13111690258285
907,新潟県,1994,311.3636816644814
908,富山県,1994,306.4180446687426
909,石川県,1994,324.87203877003367
910,福井県,1994,338.61787357213007
911,山梨県,1994,375.7897992256021
912,長野県,1994,330.5154882256592
913,岐阜県,1994,325.42678411215854
914,静岡県,1994,350.1832625377034
915,愛知県,1994,330.1217549652643
916,三重県,1994,322.06293410943493
917,滋賀県,1994,417.145302686007
918,京都府,1994,316.9856512480258
919,大阪府,1994,289.29369663930976
920,兵庫県,1994,302.7230476502543
921,奈良県,1994,376.79855505315294
922,和歌山県,1994,249.11517857277707
923,鳥取県,1994,312.3505331116844
924,島根県,1994,309.99129270280855
925,岡山県,1994,297.77372948509526
926,広島県,1994,277.0924322081629
927,山口県,1994,270.84982434509885
928,徳島県,1994,288.83072002095014
929,香川県,1994,294.52234695359255
930,愛媛県,1994,295.4553736322206
931,高知県,1994,288.65084996183555
932,福岡県,1994,302.3189334303221
933,佐賀県,1994,312.43859255661204
934,長崎県,1994,284.58143865208405
935,熊本県,1994,311.118686403488
936,大分県,1994,335.82991891804056
937,宮崎県,1994,330.5594453710012
938,鹿児島県,1994,323.03993555424506
939,沖縄県,1994,350.52174573714086
940,北海道,1995,317.231635535462
941,青森県,1995,303.310001829479
942,岩手県,1995,323.7939877554593
943,宮城県,1995,344.27701195589395
944,秋田県,1995,287.6697952392118
945,山形県,1995,294.4959789922862
946,福島県,1995,346.0689766324701
947,茨城県,1995,388.0926418161396
948,栃木県,1995,356.9521945244488
949,群馬県,1995,381.422953181869
950,埼玉県,1995,409.2488743335677
951,千葉県,1995,406.5642120214144
952,東京都,1995,316.2785240229906
953,神奈川県,1995,365.90766190761303
954,新潟県,1995,315.1376904597249
955,富山県,1995,311.07779448083323
956,石川県,1995,333.99426911208224
957,福井県,1995,338.1156768491239
958,山梨県,1995,387.7955639125648
959,長野県,1995,343.97978928360453
960,岐阜県,1995,328.7713518001759
961,静岡県,1995,353.125277523879
962,愛知県,1995,341.7488639575474
963,三重県,1995,333.16346511958284
964,滋賀県,1995,424.94083047512294
965,京都府,1995,317.6604522937812
966,大阪府,1995,294.84990986863335
967,兵庫県,1995,317.9552167032806
968,奈良県,1995,382.5665272473783
969,和歌山県,1995,254.03429334356323
970,鳥取県,1995,314.3973881799554
971,島根県,1995,313.6451816093414
972,岡山県,1995,306.02927841452157
973,広島県,1995,279.2001725737948
974,山口県,1995,274.0343804130917
975,徳島県,1995,299.18794805486317
976,香川県,1995,302.4442820342703
977,愛媛県,1995,299.88838035905934
978,高知県,1995,291.10143785746266
979,福岡県,1995,300.6575133533721
980,佐賀県,1995,323.7321525372727
981,長崎県,1995,291.6867133012978
982,熊本県,1995,311.95885744307725
983,大分県,1995,342.70464495233296
984,宮崎県,1995,331.08837413036383
985,鹿児島県,1995,324.1491708519148
986,沖縄県,1995,355.0385855231025
987,北海道,1996,328.82252568031987
988,青森県,1996,319.7366227817567
989,岩手県,1996,338.1931314433527
990,宮城県,1996,360.0510249805825
991,秋田県,1996,317.18794882601253
992,山形県,1996,312.0253843208053
993,福島県,1996,370.0751906628374
994,茨城県,1996,398.2341265688552
995,栃木県,1996,370.54235204524224
996,群馬県,1996,393.4885407997217
997,埼玉県,1996,422.0854629841439
998,千葉県,1996,423.49151348979655
999,東京都,1996,338.2416473355886
1000,神奈川県,1996,379.5649181115768
1001,新潟県,1996,329.9205847009249
1002,富山県,1996,334.92577579727265
1003,石川県,1996,362.79686265691896
1004,福井県,1996,351.3170000516876
1005,山梨県,1996,399.77213404752774
1006,長野県,1996,361.3366209521508
1007,岐阜県,1996,352.49713645321395
1008,静岡県,1996,367.89273585373974
1009,愛知県,1996,359.62175027195144
1010,三重県,1996,350.006911194984
1011,滋賀県,1996,457.8466252809982
1012,京都府,1996,327.2321460659694
1013,大阪府,1996,303.4054762053265
1014,兵庫県,1996,340.6877772509944
1015,奈良県,1996,414.31179577591405
1016,和歌山県,1996,261.5963939581128
1017,鳥取県,1996,328.3193003967796
1018,島根県,1996,330.814568975556
1019,岡山県,1996,311.7573584073327
1020,広島県,1996,298.8100976715566
1021,山口県,1996,283.99135786568803
1022,徳島県,1996,314.9007907744539
1023,香川県,1996,312.99068352131286
1024,愛媛県,1996,326.1700843624152
1025,高知県,1996,293.2934662288766
1026,福岡県,1996,317.8594122983407
1027,佐賀県,1996,337.44966533718167
1028,長崎県,1996,304.7756721298227
1029,熊本県,1996,321.0098971658698
1030,大分県,1996,345.17816391254337
1031,宮崎県,1996,348.83791696264257
1032,鹿児島県,1996,339.7236901104803
1033,沖縄県,1996,365.82690241281625
1034,北海道,1997,324.6528872904336
1035,青森県,1997,313.8158188951302
1036,岩手県,1997,337.5242938967619
1037,宮城県,1997,365.191279366955
1038,秋田県,1997,312.1415706092612
1039,山形県,1997,310.8800262596422
1040,福島県,1997,370.8002354884707
1041,茨城県,1997,403.21183644139336
1042,栃木県,1997,368.67828255111493
1043,群馬県,1997,398.4603803584959
1044,埼玉県,1997,426.95302017299036
1045,千葉県,1997,419.5823383123403
1046,東京都,1997,343.9112318150263
1047,神奈川県,1997,376.54584291224523
1048,新潟県,1997,329.87004431405444
1049,富山県,1997,329.37291957478794
1050,石川県,1997,360.2745471060052
1051,福井県,1997,357.35194086938543
1052,山梨県,1997,402.753565817633
1053,長野県,1997,365.1421362305999
1054,岐阜県,1997,348.1955189900897
1055,静岡県,1997,369.90948907369983
1056,愛知県,1997,354.2493567553981
1057,三重県,1997,351.5346212473171
1058,滋賀県,1997,449.84137693652644
1059,京都府,1997,323.5812156089643
1060,大阪府,1997,299.00528284680144
1061,兵庫県,1997,334.6398502942793
1062,奈良県,1997,409.2849958338599
1063,和歌山県,1997,259.81391337706214
1064,鳥取県,1997,326.8105785906904
1065,島根県,1997,335.81954457395113
1066,岡山県,1997,305.72023756035
1067,広島県,1997,296.47328613777444
1068,山口県,1997,286.2915856888648
1069,徳島県,1997,318.75669305699097
1070,香川県,1997,312.24098496511436
1071,愛媛県,1997,316.99209280168327
1072,高知県,1997,292.2764108852157
1073,福岡県,1997,320.1781192822275
1074,佐賀県,1997,336.0312224237049
1075,長崎県,1997,301.86953469865523
1076,熊本県,1997,318.5443713938903
1077,大分県,1997,357.7086518865883
1078,宮崎県,1997,352.96875560254557
1079,鹿児島県,1997,340.7755589217413
1080,沖縄県,1997,370.78419241748344
1081,北海道,1998,323.9194531788555
1082,青森県,1998,312.6166970450526
1083,岩手県,1998,337.88104430067614
1084,宮城県,1998,360.1301058172959
1085,秋田県,1998,309.8278996092363
1086,山形県,1998,313.64830315298065
1087,福島県,1998,365.8140133547929
1088,茨城県,1998,397.21293176221076
1089,栃木県,1998,362.9619392625173
1090,群馬県,1998,393.13650422965605
1091,埼玉県,1998,421.93498908935345
1092,千葉県,1998,417.64545082471847
1093,東京都,1998,351.13230486196016
1094,神奈川県,1998,372.1567840225204
1095,新潟県,1998,330.2596377240745
1096,富山県,1998,324.36916138730805
1097,石川県,1998,366.1954537520008
1098,福井県,1998,352.9887837907686
1099,山梨県,1998,385.7171839627893
1100,長野県,1998,359.9966519655228
1101,岐阜県,1998,351.3903258146052
1102,静岡県,1998,368.32393110895237
1103,愛知県,1998,351.42811252686926
1104,三重県,1998,346.0662821994494
1105,滋賀県,1998,434.33553461226825
1106,京都府,1998,325.13733544087506
1107,大阪府,1998,294.5290739374074
1108,兵庫県,1998,321.57509129871687
1109,奈良県,1998,399.4654395303512
1110,和歌山県,1998,258.74770242451797
1111,鳥取県,1998,323.96986453731785
1112,島根県,1998,346.9635616815405
1113,岡山県,1998,310.3769677561657
1114,広島県,1998,286.5817360402632
1115,山口県,1998,281.5440555419688
1116,徳島県,1998,321.1763646821704
1117,香川県,1998,314.76789830092395
1118,愛媛県,1998,323.03662322741775
1119,高知県,1998,293.35518387299254
1120,福岡県,1998,316.00584371154764
1121,佐賀県,1998,338.0654584469256
1122,長崎県,1998,302.1439199551077
1123,熊本県,1998,314.13981812990704
1124,大分県,1998,357.7112676893663
1125,宮崎県,1998,356.02031985750517
1126,鹿児島県,1998,347.27807906425176
1127,沖縄県,1998,377.3774868939468
1128,北海道,1999,321.38252910901997
1129,青森県,1999,313.19562551242353
1130,岩手県,1999,339.90714487150456
1131,宮城県,1999,362.3080650836116
1132,秋田県,1999,304.6789110486687
1133,山形県,1999,311.4262268176596
1134,福島県,1999,364.27420528237354
1135,茨城県,1999,388.28017190257924
1136,栃木県,1999,356.0902387491983
1137,群馬県,1999,396.82118678807
1138,埼玉県,1999,420.78158966851805
1139,千葉県,1999,407.7633098690474
1140,東京都,1999,351.45725201218056
1141,神奈川県,1999,365.58465837978054
1142,新潟県,1999,322.5897961796738
1143,富山県,1999,320.3797782669387
1144,石川県,1999,368.6580787176066
1145,福井県,1999,341.84876208197653
1146,山梨県,1999,395.8141692541782
1147,長野県,1999,361.61482667418505
1148,岐阜県,1999,346.8571972918473
1149,静岡県,1999,364.1167943447294
1150,愛知県,1999,347.94193016141867
1151,三重県,1999,344.1212127611376
1152,滋賀県,1999,443.40263605183156
1153,京都府,1999,319.4191039201452
1154,大阪府,1999,289.6232411624062
1155,兵庫県,1999,312.15940154666964
1156,奈良県,1999,400.12072045970353
1157,和歌山県,1999,253.4577283869321
1158,鳥取県,1999,328.74441068411875
1159,島根県,1999,344.672801473624
1160,岡山県,1999,307.3662497651355
1161,広島県,1999,285.0136896517858
1162,山口県,1999,276.6721705041583
1163,徳島県,1999,324.650558124962
1164,香川県,1999,301.97031530660627
1165,愛媛県,1999,313.63654247871875
1166,高知県,1999,292.0717374101266
1167,福岡県,1999,310.4131915848324
1168,佐賀県,1999,340.55962340149057
1169,長崎県,1999,297.4055277223612
1170,熊本県,1999,308.98887285400474
1171,大分県,1999,351.98519614161165
1172,宮崎県,1999,357.74985294074895
1173,鹿児島県,1999,354.9298561405267
1174,沖縄県,1999,380.5810078907666
1175,北海道,2000,323.4350707977897
1176,青森県,2000,317.4126423775096
1177,岩手県,2000,346.69102886649785
1178,宮城県,2000,366.7333141923963
1179,秋田県,2000,300.74556479794205
1180,山形県,2000,316.17987854915475
1181,福島県,2000,367.74018368996104
1182,茨城県,2000,401.8614872642793
1183,栃木県,2000,364.2391613489879
1184,群馬県,2000,392.6390320857608
1185,埼玉県,2000,428.81503922119083
1186,千葉県,2000,416.2261043215561
1187,東京都,2000,356.8433310015294
1188,神奈川県,2000,370.9425532942438
1189,新潟県,2000,323.55205676739496
1190,富山県,2000,325.5498362504027
1191,石川県,2000,370.8196619456616
1192,福井県,2000,354.233938078255
1193,山梨県,2000,403.67987431497954
1194,長野県,2000,373.43154234466465
1195,岐阜県,2000,347.8258340695431
1196,静岡県,2000,383.0666371552043
1197,愛知県,2000,346.23839317654887
1198,三重県,2000,354.7439594236063
1199,滋賀県,2000,455.98328023052505
1200,京都府,2000,330.5933439930161
1201,大阪府,2000,287.7213388067065
1202,兵庫県,2000,313.1436276598349
1203,奈良県,2000,401.0968609598253
1204,和歌山県,2000,258.0221443232328
1205,鳥取県,2000,330.3117425474539
1206,島根県,2000,351.3321635383915
1207,岡山県,2000,298.4890246791546
1208,広島県,2000,293.8197134994398
1209,山口県,2000,282.1905755586202
1210,徳島県,2000,328.7410973573824
1211,香川県,2000,306.4671428261991
1212,愛媛県,2000,320.65592882492484
1213,高知県,2000,301.03061452305
1214,福岡県,2000,313.26086002265856
1215,佐賀県,2000,338.18345540627803
1216,長崎県,2000,296.1893688422181
1217,熊本県,2000,321.81667507987913
1218,大分県,2000,368.57644049484645
1219,宮崎県,2000,356.62735718778134
1220,鹿児島県,2000,360.0338031860563
1221,沖縄県,2000,387.8516926616956
1222,北海道,2001,317.3337743755221
1223,青森県,2001,315.64489134927464
1224,岩手県,2001,326.92965432163936
1225,宮城県,2001,364.4830370360536
1226,秋田県,2001,297.0601872619926
1227,山形県,2001,295.0256213870197
1228,福島県,2001,355.7874425549156
1229,茨城県,2001,392.507168421273
1230,栃木県,2001,356.27606263444414
1231,群馬県,2001,382.75154963169075
1232,埼玉県,2001,413.4827497510838
1233,千葉県,2001,428.9821650616263
1234,東京都,2001,372.37535629791705
1235,神奈川県,2001,357.3594263766431
1236,新潟県,2001,317.2288665338518
1237,富山県,2001,318.56772790722647
1238,石川県,2001,368.2534105735918
1239,福井県,2001,358.1390396443893
1240,山梨県,2001,396.86752353501487
1241,長野県,2001,361.3297402797916
1242,岐阜県,2001,349.7450172453985
1243,静岡県,2001,371.95582206956414
1244,愛知県,2001,349.48326625372465
1245,三重県,2001,336.62837352705156
1246,滋賀県,2001,439.81621656198405
1247,京都府,2001,315.8228658689983
1248,大阪府,2001,295.19521906349513
1249,兵庫県,2001,305.75858274149755
1250,奈良県,2001,405.43478372544365
1251,和歌山県,2001,274.2876949635333
1252,鳥取県,2001,328.49228250946976
1253,島根県,2001,349.0189072739014
1254,岡山県,2001,312.43744434732173
1255,広島県,2001,273.419526694821
1256,山口県,2001,278.37281287579606
1257,徳島県,2001,339.9892911088145
1258,香川県,2001,312.48430606954986
1259,愛媛県,2001,318.78399965133997
1260,高知県,2001,307.90418335750996
1261,福岡県,2001,307.28506052739027
1262,佐賀県,2001,324.4521931994532
1263,長崎県,2001,294.6453163218819
1264,熊本県,2001,322.6958047659782
1265,大分県,2001,351.56238729258865
1266,宮崎県,2001,345.14733544142484
1267,鹿児島県,2001,366.1711821093651
1268,沖縄県,2001,398.4455081241249
1269,北海道,2002,311.5200868604018
1270,青森県,2002,310.34814307880987
1271,岩手県,2002,323.5792151213271
1272,宮城県,2002,355.0599703260155
1273,秋田県,2002,291.8819460832026
1274,山形県,2002,290.8242245199409
1275,福島県,2002,347.5796396489162
1276,茨城県,2002,398.0705261028206
1277,栃木県,2002,353.75508901520465
1278,群馬県,2002,380.00084468901775
1279,埼玉県,2002,409.06104495920704
1280,千葉県,2002,422.3173453620316
1281,東京都,2002,368.85531634832915
1282,神奈川県,2002,351.33343690486373
1283,新潟県,2002,311.20733078852123
1284,富山県,2002,318.5028991731988
1285,石川県,2002,359.6274183193143
1286,福井県,2002,355.8960045485088
1287,山梨県,2002,391.9437881168277
1288,長野県,2002,351.5311593765104
1289,岐阜県,2002,346.36504737160527
1290,静岡県,2002,379.6318763870501
1291,愛知県,2002,354.8250906591602
1292,三重県,2002,339.5592961331864
1293,滋賀県,2002,443.67122152704593
1294,京都府,2002,319.1400550321914
1295,大阪府,2002,286.93719262637455
1296,兵庫県,2002,301.4096272431645
1297,奈良県,2002,406.1297226100688
1298,和歌山県,2002,270.52193665412597
1299,鳥取県,2002,313.45063339334246
1300,島根県,2002,344.00175733900767
1301,岡山県,2002,310.16779537786636
1302,広島県,2002,266.8557846295075
1303,山口県,2002,284.6319929728392
1304,徳島県,2002,339.7186460968664
1305,香川県,2002,310.03890089137514
1306,愛媛県,2002,309.6359710636371
1307,高知県,2002,299.6689689997417
1308,福岡県,2002,306.6878341826817
1309,佐賀県,2002,318.48382359736325
1310,長崎県,2002,292.7429987766719
1311,熊本県,2002,312.24175287194794
1312,大分県,2002,349.5299085340962
1313,宮崎県,2002,344.2438537954854
1314,鹿児島県,2002,363.083349072179
1315,沖縄県,2002,398.10827824992134
1316,北海道,2003,309.56814549242904
1317,青森県,2003,305.99798079724627
1318,岩手県,2003,320.2030754440973
1319,宮城県,2003,352.9204312353539
1320,秋田県,2003,288.36937009613405
1321,山形県,2003,286.1805715119354
1322,福島県,2003,337.2720496227036
1323,茨城県,2003,398.63419772982553
1324,栃木県,2003,353.32255332255335
1325,群馬県,2003,384.37921568140314
1326,埼玉県,2003,410.01520828000395
1327,千葉県,2003,422.11526288497987
1328,東京都,2003,372.7817048889633
1329,神奈川県,2003,357.83687949452434
1330,新潟県,2003,309.1457830026868
1331,富山県,2003,325.9873966498443
1332,石川県,2003,353.1487338495176
1333,福井県,2003,352.79433503902413
1334,山梨県,2003,390.8922894219231
1335,長野県,2003,348.98161853552443
1336,岐阜県,2003,348.534381567781
1337,静岡県,2003,377.08828891357285
1338,愛知県,2003,352.55833527149775
1339,三重県,2003,345.8775681808583
1340,滋賀県,2003,449.40769554119174
1341,京都府,2003,322.15427963175085
1342,大阪府,2003,284.3440649849603
1343,兵庫県,2003,298.65275014046847
1344,奈良県,2003,400.64048625173757
1345,和歌山県,2003,269.1378786940558
1346,鳥取県,2003,315.37352294411363
1347,島根県,2003,339.1412858216619
1348,岡山県,2003,306.2961253482122
1349,広島県,2003,275.7182306876695
1350,山口県,2003,280.4473881855136
1351,徳島県,2003,350.03752788286624
1352,香川県,2003,300.6964294453033
1353,愛媛県,2003,308.0924239681993
1354,高知県,2003,291.94409410070494
1355,福岡県,2003,309.6619468261964
1356,佐賀県,2003,320.84455168480946
1357,長崎県,2003,289.7657558075497
1358,熊本県,2003,313.94942165889256
1359,大分県,2003,357.8698011910622
1360,宮崎県,2003,350.753902763551
1361,鹿児島県,2003,361.73674628595364
1362,沖縄県,2003,401.941323955586
1363,北海道,2004,312.1598596870432
1364,青森県,2004,304.9178428409776
1365,岩手県,2004,319.9371796991238
1366,宮城県,2004,351.4045354063079
1367,秋田県,2004,283.31085355068734
1368,山形県,2004,288.9861225085252
1369,福島県,2004,350.85530218408843
1370,茨城県,2004,390.55076498043076
1371,栃木県,2004,361.9672139903354
1372,群馬県,2004,381.02445871582427
1373,埼玉県,2004,423.4017950019565
1374,千葉県,2004,426.4207772523027
1375,東京都,2004,384.0449686900045
1376,神奈川県,2004,359.2939447312057
1377,新潟県,2004,313.0970547724686
1378,富山県,2004,326.39388489208636
1379,石川県,2004,352.26062374072836
1380,福井県,2004,346.4626040212953
1381,山梨県,2004,394.1572547224662
1382,長野県,2004,351.95847430320606
1383,岐阜県,2004,344.04228843759114
1384,静岡県,2004,380.27236165021907
1385,愛知県,2004,362.73129949489527
1386,三重県,2004,360.2081229578379
1387,滋賀県,2004,458.2608119551378
1388,京都府,2004,328.47474837899415
1389,大阪府,2004,286.5764843597419
1390,兵庫県,2004,301.9279246346935
1391,奈良県,2004,397.3756913172708
1392,和歌山県,2004,269.73302059624444
1393,鳥取県,2004,318.05099824469625
1394,島根県,2004,335.8735351097278
1395,岡山県,2004,304.45817777814085
1396,広島県,2004,276.43195160718113
1397,山口県,2004,283.9568684370597
1398,徳島県,2004,349.9583802918991
1399,香川県,2004,303.26160989842765
1400,愛媛県,2004,311.214263101537
1401,高知県,2004,289.3932150333895
1402,福岡県,2004,310.92910624030634
1403,佐賀県,2004,322.88926881330224
1404,長崎県,2004,288.0059100368302
1405,熊本県,2004,314.9628473650319
1406,大分県,2004,360.9576374703443
1407,宮崎県,2004,347.74778878124465
1408,鹿児島県,2004,361.6984591348903
1409,沖縄県,2004,397.5701431626019
1410,北海道,2005,305.22652262777206
1411,青森県,2005,295.99892941598966
1412,岩手県,2005,312.3008733994507
1413,宮城県,2005,349.7328843511222
1414,秋田県,2005,278.383370640474
1415,山形県,2005,284.9659171727119
1416,福島県,2005,348.9315046414957
1417,茨城県,2005,393.3975875035755
1418,栃木県,2005,365.75268020354724
1419,群馬県,2005,379.99036060767924
1420,埼玉県,2005,425.88470708745456
1421,千葉県,2005,424.1907812930851
1422,東京都,2005,389.527985332373
1423,神奈川県,2005,364.5640249525928
1424,新潟県,2005,313.6897556730402
1425,富山県,2005,324.53713894556
1426,石川県,2005,350.15163035920864
1427,福井県,2005,352.50385072621077
1428,山梨県,2005,397.68942439724384
1429,長野県,2005,353.4252742199667
1430,岐阜県,2005,345.98615696678837
1431,静岡県,2005,385.26822412498285
1432,愛知県,2005,371.38958564305165
1433,三重県,2005,365.8704554093539
1434,滋賀県,2005,460.2752410948723
1435,京都府,2005,327.8585930133555
1436,大阪府,2005,287.76264429409184
1437,兵庫県,2005,302.08128892523507
1438,奈良県,2005,396.7978769637623
1439,和歌山県,2005,277.2617431216216
1440,鳥取県,2005,306.1443126509284
1441,島根県,2005,321.9807645483321
1442,岡山県,2005,312.62909379059073
1443,広島県,2005,285.1871403459894
1444,山口県,2005,286.64680268525524
1445,徳島県,2005,337.999845679734
1446,香川県,2005,296.26346067913306
1447,愛媛県,2005,301.1455540698494
1448,高知県,2005,281.2263810199542
1449,福岡県,2005,314.3968024369817
1450,佐賀県,2005,323.9148393291642
1451,長崎県,2005,281.73024344685234
1452,熊本県,2005,313.95916132052
1453,大分県,2005,343.3151574673639
1454,宮崎県,2005,339.96581054116837
1455,鹿児島県,2005,358.3143503582675
1456,沖縄県,2005,396.49061682567594
1457,北海道,2006,302.3801991942869
1458,青森県,2006,321.292899588706
1459,岩手県,2006,309.91579968075837
1460,宮城県,2006,356.6361518086526
1461,秋田県,2006,276.7223798362004
1462,山形県,2006,305.0176340791801
1463,福島県,2006,371.5867490727082
1464,茨城県,2006,433.8974584371098
1465,栃木県,2006,385.2346343675824
1466,群馬県,2006,389.80982075202166
1467,埼玉県,2006,445.8054293126447
1468,千葉県,2006,431.91361830387723
1469,東京都,2006,414.59471303051873
1470,神奈川県,2006,402.580129743707
1471,新潟県,2006,309.1451073290655
1472,富山県,2006,316.37482551272416
1473,石川県,2006,338.54147866967656
1474,福井県,2006,369.8402853155528
1475,山梨県,2006,430.21747467125203
1476,長野県,2006,370.41117891090704
1477,岐阜県,2006,361.0791667067403
1478,静岡県,2006,409.9521030788015
1479,愛知県,2006,410.517515965086
1480,三重県,2006,392.0976724631115
1481,滋賀県,2006,467.1025056808836
1482,京都府,2006,336.0151779594178
1483,大阪府,2006,291.63665151644665
1484,兵庫県,2006,315.7158824890778
1485,奈良県,2006,396.07941043209706
1486,和歌山県,2006,283.0216534689803
1487,鳥取県,2006,312.9471265332676
1488,島根県,2006,341.6949852320005
1489,岡山県,2006,335.68666214637574
1490,広島県,2006,294.92390517861685
1491,山口県,2006,295.3877262976829
1492,徳島県,2006,345.65249414284443
1493,香川県,2006,306.2757270150605
1494,愛媛県,2006,307.5485506092774
1495,高知県,2006,279.7566127299654
1496,福岡県,2006,316.76571085368215
1497,佐賀県,2006,321.74096793570686
1498,長崎県,2006,283.4135741840623
1499,熊本県,2006,310.01671325935274
1500,大分県,2006,352.72768779680445
1501,宮崎県,2006,331.5803806000017
1502,鹿児島県,2006,353.0494816459364
1503,沖縄県,2006,405.33760975980374
1504,北海道,2007,299.6295465402862
1505,青森県,2007,318.29716159720294
1506,岩手県,2007,306.5320193212018
1507,宮城県,2007,347.43713363914577
1508,秋田県,2007,269.81604777525547
1509,山形県,2007,311.3502197421449
1510,福島県,2007,365.44873760719537
1511,茨城県,2007,449.12660373804385
1512,栃木県,2007,390.44571472317136
1513,群馬県,2007,402.3213544836838
1514,埼玉県,2007,443.2711353941209
1515,千葉県,2007,441.9725434904382
1516,東京都,2007,419.334269191162
1517,神奈川県,2007,412.6803322900538
1518,新潟県,2007,308.5060890017564
1519,富山県,2007,318.6427574358424
1520,石川県,2007,341.1691218457187
1521,福井県,2007,372.77831188297927
1522,山梨県,2007,429.6703242327152
1523,長野県,2007,372.78912249610653
1524,岐阜県,2007,360.9541369950093
1525,静岡県,2007,409.8573521569099
1526,愛知県,2007,420.4199159166927
1527,三重県,2007,405.5938924234106
1528,滋賀県,2007,474.18061249977154
1529,京都府,2007,344.18447219214613
1530,大阪府,2007,292.00396251898104
1531,兵庫県,2007,312.3010633411458
1532,奈良県,2007,393.06725516606514
1533,和歌山県,2007,278.63628606079646
1534,鳥取県,2007,298.69379018199095
1535,島根県,2007,343.89946644647
1536,岡山県,2007,330.1383862561371
1537,広島県,2007,305.2044227797409
1538,山口県,2007,300.41908273555674
1539,徳島県,2007,342.80259632156606
1540,香川県,2007,310.89866755020654
